User screen name,Tweet text,Tweet sentiment,Tweet subjectivity
Lineteco1,How to overcome the cybersecurity #skillsgap to ensure proper #cloudsecurity: https://t.co/KWkMersPcQ https://t.co/xIyRl6BAWy,0.0,0.1
Muby_Nuhu,RT @CiscoUmbrella: 93% of your peers are moving security to the cloud to shore up their defenses. Find out why in this eBook: https://t.co/…,0.0,0.0
amarkanagaraj,RT @dpo_one: Monitor #data #privacy and #security risks from a single pane. Connect any #cloud or on-premises #bigdata sources. Learn more…,-0.07142857142857142,0.21428571428571427
AccruentLLC,"RT @RalphRio: Meridian Cloud @AccruentLLC is an engineering document management system that manages blueprints &amp; CAD drawings, etc. The SOC…",0.0,0.0
CybersecurityNp,"In the CSNP #blog, Eric Evans describes the incident detection and response options natively available in the Googl… https://t.co/J8NwSc2TkL",0.4,0.4
LlnuxBot,"RT @chidambara09: #Security for STARTUP's  https://t.co/6yMDqrWWvB 

by
@TeriRadichel

#bigdata 

#USA #canada #london #Australia #japan #F…",0.0,0.0
felipecosta09,RT @snyksec: Check out this new video about our expanded collaboration with @TrendMicro that will give security operations teams visibility…,0.13636363636363635,0.45454545454545453
GABRIEL19971029,"RT @chidambara09: #Security for STARTUP's  https://t.co/6yMDqrWWvB 

by
@TeriRadichel

#bigdata 

#USA #canada #london #Australia #japan #F…",0.0,0.0
tkusanic,@connor_mc_d And that's why Autonomous Cloud embedded security features cannot be overstated,0.4,0.7
DevOpstaku,"RT @bridgecrewio: We're going live with @HashiCorp in 1️⃣ week!

Join us to learn about infrastructure-as-code security best practices and…",0.5852272727272727,0.4
RadioSADeals,Stay #safe with @amazon Blink XT2 3 camera system. Manage #deliveries from inside your #home &amp; listen &amp; speak with… https://t.co/MH0yUG9oGW,0.5,0.5
ArthusuxD,RT @blueteamsec1: Cloud-Sniper - Virtual Security Operations Center https://t.co/KkeRHlTN8t #hacktool #kitploit #infosec https://t.co/feyF2…,-0.1,0.1
beckycarr3018,It may sound like a new brand of yoga pants but #SASE is the convergence of #networking and #cybersecurity at the p… https://t.co/OthXcZFBrf,0.2681818181818182,0.42727272727272725
CarnegieCyber,RT @CEIPTechProgram: A VERY useful (and timely) guide to security for the Cloud (by @maurertim and @GarrettHinck: https://t.co/aKXvQxNyYS @…,0.39,0.0
Lucasaie84,"RT @SCavanna: Este Jueves, 11 hs (Argentina)  - Zero Trust Security: https://t.co/Zx1cGbvuIY
Cómo adaptarnos al cambio al enfoque de seguri…",0.0,0.0
InfoSecPhysa,"CSOonline posted ""Cloud technology great for security but poses systemic risks, according to new report"" 
See full… https://t.co/qAQ2sapEBx",0.4681818181818182,0.6022727272727273
AmityCbe,"https://t.co/QiEfelAtuk (Cloud Computing &amp; Cyber Security)
Bachelor of Technology in Cloud Technology is about maki… https://t.co/GNyHLGiSiu",0.0,0.0
babhniya,"RT @IBMDeveloper: Watch the free, on-demand developer conference for cloud native security. 3 tracks on application security, data security…",0.4,0.8
Approyo,3 Cloud Security Practices for Organizations | https://t.co/vIVd9GKMDQ via @EPSecurityMag #cybersecurity #cloudcomputing,0.0,0.0
OttLegalRebels,RT @VirtualStrongBx: When it comes to #dataprotection &amp; #dataprivacy there's a huge difference between #cloud storage &amp; a secure digital va…,0.26666666666666666,0.5
stall0wned,"RT @SonicWall: SonicWall's Network Security Manager is built for the #cloud and can scale to support any #firewall environment, from a sing…",0.0,0.0
liluzivertbeats,"RT @DrJDrooghaag: 🔵 Cyber Security is a shared responsibility which requires inclusion and human-centric collaboration

👉 https://t.co/rzkA…",0.0,0.0
EdgeIotAi,"RT @DrJDrooghaag: 🔵 Cyber Security is a shared responsibility which requires inclusion and human-centric collaboration

👉 https://t.co/rzkA…",0.0,0.0
Carnegie_Europe,"#COVID19 has turbocharged the trend of more people, businesses and government agencies migrating to the cloud.

Yet… https://t.co/XHaxoGFe19",0.5,0.5
MayesMarketing,"RT @orcasec: Cloud security deserves better! Get workload-level security across 100% of your AWS, Azure, and Google Cloud Platform assets.…",0.625,0.5
PubSafetyTech,RT @AVSGroupAG: We create clever security starter kit #controlroom workplaces with #Intelliscreen #askus solutions for #SmartCity #kvm #tra…,0.16666666666666666,0.8333333333333334
angelbeat,"@UABIT take a look at https://t.co/KQVBC16CJS. Three free virtual seminars featuring amazon, microsoft and google n… https://t.co/6OMJ8Ku4MG",0.4,0.8
HeyladyJami,"Security Think Tank: Is data more or less secure in the cloud? | @ComputerWeekly

#CloudComputing #DataPrivacy https://t.co/UooSTr22qH",0.24444444444444446,0.38888888888888884
NatJone80665555,"RT @LindsayRankin7: Cloud-Native as the future of Data Loss Prevention
https://t.co/eZNQrPh7Sd
#cloudnative #dataprivacy #DataSecurity via…",0.0,0.125
GDPR25thMay18,"RT @DataShadow: Cloud technology great for security but poses systemic risks, according to new report https://t.co/wvha1f5EFF #DataPrivacy…",0.4681818181818182,0.6022727272727273
IT_securitynews,"Cloud technology great for security but poses systemic risks, according to new report https://t.co/vz5O4xtDry",0.4681818181818182,0.6022727272727273
Keoratile_oj,"RT @TundeTASH: Top 10 Hard Skills Companies Need Most

In no particular order:

- UX Design
- Artificial Intelligence
- Translation
- Audio…",0.004999999999999982,0.575
EliSugarman,RT @maurertim: One reason migrating to the cloud is so attractive is because major cloud service providers employ the A-teams of security t…,0.43125,0.75
EliSugarman,"RT @maurertim: So, what do policymakers need to know about cloud security? We analyzed a series of key cloud security incidents, then devel…",0.0,1.0
dpo_one,Monitor #data #privacy and #security risks from a single pane. Connect any #cloud or on-premises #bigdata sources.… https://t.co/ClUAhsHfn1,-0.07142857142857142,0.21428571428571427
DataShadow,"Cloud technology great for security but poses systemic risks, according to new report https://t.co/wvha1f5EFF… https://t.co/o7AT1azB9K",0.4681818181818182,0.6022727272727273
mrtallerjerry,RT @CloudyJobs: Software Development Engineer - Consumer Cloud Security | Amazon Web Services | https://t.co/XhTSRy3MvA #career #jobs #job,0.0,0.0
AVSGroupAG,We create clever security starter kit #controlroom workplaces with #Intelliscreen #askus solutions for #SmartCity… https://t.co/7wHoSTrTrT,0.16666666666666666,0.8333333333333334
garretthinck,RT @CEIPTechProgram: A VERY useful (and timely) guide to security for the Cloud (by @maurertim and @GarrettHinck: https://t.co/aKXvQxNyYS @…,0.39,0.0
AVSGroupAG,We create clever Broadcast security #soc #occ #nmc #mcc #controlroom workplaces with #Intelliscreen #askus solution… https://t.co/2mv77MuoEx,0.16666666666666666,0.8333333333333334
EliSugarman,"RT @maurertim: THREAD: In our new @CarnegieEndow @CarnegieCyber paper “Cloud Security: A Primer for Policymakers”, @garretthinck and I expl…",0.13636363636363635,0.45454545454545453
alxjohnsn,"RT @LindsayRankin7: Cloud-Native as the future of Data Loss Prevention
https://t.co/eZNQrPh7Sd
#cloudnative #dataprivacy #DataSecurity via…",0.0,0.125
jimbo2556,"The biggest Problem effecting Cloud &amp; cybersecurity today is finding the skills you need for your business.

Find o… https://t.co/cwOSgISxFC",0.0,0.0
AGill_Hayachi,"RT @cybertuff: 🃏 #MemeMonday! I hope everyone feels like they're walking on clouds this week!

My opinion on the cloud, in a meme.

#cybers…",0.0,0.0
femtech_,"RT @ConnectedWMag: #WoM2M Elissa Murphy .@Google holds several patents issued in the areas of distributed systems, cloud infrastructure, ma…",0.0,0.0
ML_Tweet_Bot,"RT @ConnectedWMag: #WoM2M Elissa Murphy .@Google holds several patents issued in the areas of distributed systems, cloud infrastructure, ma…",0.0,0.0
ConnectedWMag,"#WoM2M Elissa Murphy .@Google holds several patents issued in the areas of distributed systems, cloud infrastructur… https://t.co/zXfvRAVsNV",0.0,0.0
CloudyJobs,Software Development Engineer - Consumer Cloud Security | Amazon Web Services | https://t.co/XhTSRy3MvA #career #jobs #job,0.0,0.0
CloudyJobs,Software Development Engineer - Consumer Cloud Security | Amazon Web Services | https://t.co/E6BYqBHYpr #career #jobs #job,0.0,0.0
NaveedHamid,"Cloud technology great for security but poses systemic risks, according to new report https://t.co/ayDzEsnG58 #cybersecurity",0.4681818181818182,0.6022727272727273
aldotorrezg,RT @dotnetolympians: ISACA members: download your free #Azure  Audit Program to securely support operational and compliance objectives - pl…,0.4,0.7
GoMindsight,"Protect #K-12 Student Users In The #Cloud With Cisco #CloudLock Combo| Mindsight 
#CloudStorage @Cisco #Umbrella… https://t.co/2FHDsc6bwz",0.0,0.0
alxjohnsn,"RT @LindsayRankin7: Preventing S3 bucket Leaks with 5 Best Practices for AWS Cloud Security
https://t.co/gGbBGsv0bX
#cloudsecurity #AWS",1.0,0.3
WibuSystems,"Lost licenses – What now? In this article, our #security experts elaborate on the options you have when an end-user… https://t.co/9uCTEES7B9",0.5,1.0
W_Meme_Com,"RT @cybertuff: 🃏 #MemeMonday! I hope everyone feels like they're walking on clouds this week!

My opinion on the cloud, in a meme.

#cybers…",0.0,0.0
sectest9,"RT @cybertuff: 🃏 #MemeMonday! I hope everyone feels like they're walking on clouds this week!

My opinion on the cloud, in a meme.

#cybers…",0.0,0.0
CyberSecurityN8,"RT @cybertuff: 🃏 #MemeMonday! I hope everyone feels like they're walking on clouds this week!

My opinion on the cloud, in a meme.

#cybers…",0.0,0.0
cybertuff,"🃏 #MemeMonday! I hope everyone feels like they're walking on clouds this week!

My opinion on the cloud, in a meme.… https://t.co/03fFXQBNcD",0.0,0.0
EINSoftwareNews,"Cloud technology great for security but poses systemic risks, according to new report https://t.co/H58UbZZFKo",0.4681818181818182,0.6022727272727273
TheIBMMSPTeam,"Data is the new oil, says @TheEconomist: so how do you protect it from #cybercriminals when today’s hybrid structur… https://t.co/vJrOiYJJYb",0.13636363636363635,0.45454545454545453
ForcepointLabs,"Want to learn about Forcepoint’s approach to securing the cloud, data, and web? Attend a live demo of our Cloud Sec… https://t.co/tdLpHhGizd",0.13636363636363635,0.5
ForcepointSec,"Want to learn about Forcepoint’s approach to securing the cloud, data, and web? Attend a live demo of our Cloud Sec… https://t.co/12i4jtAf9B",0.13636363636363635,0.5
ce0la,RT @CiscoUmbrella: Security is moving to the cloud. New @Gartner_inc #SASE report — how to reduce the complexity:  https://t.co/XFTCIJwKWC,0.13636363636363635,0.45454545454545453
DigitalTDaily,"RT @LindaGrass0: As more business moves to the Cloud, Security data is frequently spread across different tools, clouds, and IT environment…",0.19999999999999998,0.4666666666666666
CyberMAKWLL,"BMC SecOps solutions enable your teams to prioritise and remediate critical vulnerabilities, and systematically add… https://t.co/e9Ol92HEc8",0.0,0.8
danilapesacane,"With @Meraki and @DUOSec, #security is hassle-free with an all-in-one solution. https://t.co/DSNTashHU2",0.0,0.0
CRM_CWS_Cloud,"ITWC Morning Briefing, August 31, 2020 – Phishing for good, security report roundups, and more https://t.co/pajZXB7Plx",0.6,0.55
ViKannan_,RT @CEIPTechProgram: A VERY useful (and timely) guide to security for the Cloud (by @maurertim and @GarrettHinck: https://t.co/aKXvQxNyYS @…,0.39,0.0
CEIPTechProgram,A VERY useful (and timely) guide to security for the Cloud (by @maurertim and @GarrettHinck: https://t.co/aKXvQxNyYS @CarnegieCyber,0.39,0.0
buffaloparks,"@marcusjcarey Kaiser Permanente is looking for someone to help manage cloud / container security.

https://t.co/N1bHevfikX",0.0,0.0
habib_karatas,"Under the ""shared responsibility model,"" the security management of cloud offerings is split equally between the ve… https://t.co/WwEv7PbhBe",0.0,0.25
BeesoIT,Nearly Half Of UK IT Leaders Have Not Upgraded To Cloud Security. Read the blog here and better secure your securit… https://t.co/vZKKvvMHlm,0.24444444444444446,0.4222222222222222
GovernmentCyber,"Cloud technology great for security but poses systemic risks, according to new report https://t.co/jusRWrFRfC",0.4681818181818182,0.6022727272727273
Kiriworks,3 Cloud Security Practices for Organizations#enterprisesecuritymag via @EPSecurityMag https://t.co/LFXpP0u3Zq,0.0,0.0
CRM_CWS_Cloud,"Cyber Security Today – Ransomware defenses, a dishonest Cisco employee, an honest employee at Tesla, and printer ow… https://t.co/afJu8BgwF5",0.15,0.7
Kiriworks,https://t.co/XVSzGl5aJ6,0.0,0.0
memocobos,"Cloud technology great for security but poses systemic risks, according to new report https://t.co/ZheA1rnUDE",0.4681818181818182,0.6022727272727273
Infoskill,"Cloud technology great for security but poses systemic risks, according to new https://t.co/de6qLvIQpO via @csoonline",0.4681818181818182,0.6022727272727273
SophosPartners,"MSPs, join Sophos' Scott Barlow and learn how to:

▪️ Predict and adapt to digital attacks
▪️ Manage client securit… https://t.co/ZU2RdWy5Xi",0.0,0.0
ShawnBorton,Webinar: How to prepare for the Multi-Cloud classified environment today. Come join this 45 min. discussion of the… https://t.co/b62LBZF5Vx,0.0,0.0
snyksec,Check out this new video about our expanded collaboration with @TrendMicro that will give security operations teams… https://t.co/0OWm5IyTp8,0.13636363636363635,0.45454545454545453
HolisticTechno2,"Smart antivirus security tools that prevent phishing attacks and scan the removable storage devices.

Contact: 0311… https://t.co/jEMhXxW5CT",0.21428571428571427,0.6428571428571429
C0xb0,"RT @DarkReading: With More Use of Cloud, Passwords Become Even Weaker Link https://t.co/4S1ctPKnse by @roblemos 
#cloud #passwords #appsec…",0.5,0.5
gdlinux,"#Phishing attacks are growing in both prevalence and sophistication. DID YOU KNOW - Despite existing protection, 30… https://t.co/2nijPdcryM",0.0,0.0
Christoforos_Pa,Discover the three critical moves to enterprise cloud security with my colleague and @ThalesCloudSec Vice President… https://t.co/aubGfpgB8R,0.0,0.8
DrJDrooghaag,"RT @DrJDrooghaag: 🔵 Cyber Security is a shared responsibility which requires inclusion and human-centric collaboration

👉 https://t.co/rzkA…",0.0,0.0
VirtualStrongBx,When it comes to #dataprotection &amp; #dataprivacy there's a huge difference between #cloud storage &amp; a secure digital… https://t.co/RfW9k8BIIC,0.4,0.75
townconnectrw,#TownConnect is a cloud based platform that offers a Software and an App for its Residents for services such as Soc… https://t.co/VfyRoKSCvU,0.05,0.25
AMEER_GUMEL,RT @CiscoUmbrella: 93% of your peers are moving security to the cloud to shore up their defenses. Find out why in this eBook: https://t.co/…,0.0,0.0
MarkDenney7,It may sound like a new brand of yoga pants but #SASE is the convergence of #networking and #cybersecurity at the p… https://t.co/Az1CIyI0gG,0.2681818181818182,0.42727272727272725
securitycrusade,Top story: Five critical cloud security challenges and how to overcome them - Help Net Security… https://t.co/CVzEQmnvxn,0.16666666666666666,0.43333333333333335
jara7ana,RT @Akamai: Gartner shares how to meet the network security needs of your digital business: https://t.co/C0xmXP7MBV https://t.co/PHqJH78RwV,0.0,0.0
DuncanHollis,"RT @maurertim: THREAD: In our new @CarnegieEndow @CarnegieCyber paper “Cloud Security: A Primer for Policymakers”, @garretthinck and I expl…",0.13636363636363635,0.45454545454545453
yswu,Insider stories on how Okta was started by Todd McKinnon and how he has led it to where it is today. Todd is a bill… https://t.co/mkzdkfcCRk,0.0,0.0
Helenzys,"Cloud transformation to provide an array of services such as digital infrastructure, analytics and intelligence, cu… https://t.co/SayqgObGjT",0.0,0.25
alshawafmumin,"RT @TechCircleIndia: #Opinion
In a multi-cloud environment, #cybersecurity can never be an afterthought | #technology #cloud #security
http…",0.0,0.0
cyberpress_ak,"Cloud technology great for security but poses systemic risks, according to new report https://t.co/LdKmo8iNmq… https://t.co/iLBBjQ2QIm",0.4681818181818182,0.6022727272727273
IPX360Solutions,"Great news for @Inaxsys Security Systems dealers in US and Canada: Inaxsys' ARKIV, STORM and IVTvision video manage… https://t.co/EpQxp7KmEx",0.8,0.75
TechCircleIndia,"#Opinion
In a multi-cloud environment, #cybersecurity can never be an afterthought | #technology #cloud #security
https://t.co/qDWG93zyo0",0.0,0.0
MarielleLewis89,"RT @LindsayRankin7: Cloud-Native as the future of Data Loss Prevention
https://t.co/eZNQrPh7Sd
#cloudnative #dataprivacy #DataSecurity via…",0.0,0.125
rapid7,"RT @DarkReading: With More Use of Cloud, Passwords Become Even Weaker Link https://t.co/4S1ctPKnse by @roblemos 
#cloud #passwords #appsec…",0.5,0.5
dmoore071098,Introducing MITRE ATT&amp;CK in MVISION Cloud: Defend with Precision | McAfee Blogs #IAmMcAfee https://t.co/SqeZpkcudY,0.0,0.0
k21academy,"#AZ900 measures the ability to understand the concepts of #cloud, core #Azureservices, security, privacy, complianc… https://t.co/JmODkPAAo1",0.0,0.0
ShireenTeufel,"Cloud Migration 
The top 5 expectations of companies 
1. Low downtime 
2. More security
3. Better allocation of res… https://t.co/vrM8a1LOja",0.375,0.45
GoFlexSecurITy,Strengthen your defenses with @GoFlexSecurITy and @Cisco. Cisco Umbrella is cloud security for the future of your b… https://t.co/XkrbkJNtVy,0.0,0.125
IBMCanada,"Last year, we had over 1,000 attendees join us at #IBMThinkCanada to discuss the future of cloud, security &amp; AI.… https://t.co/aGRYWgm187",0.0,0.09583333333333333
Tarrytech,"From Virtualization, Cloud Solutions, and Desktop Support to Cyber Security, we can do it all! Call us for a consul… https://t.co/H2GPohVuB2",0.0,0.0
mario_grasso,Transform your #remotework experience without sacrificing security. Discover how our complete edge-to-core #cloud s… https://t.co/W7zAyHSRws,0.1,0.4
LlnuxBot,"RT @chidambara09: #Cloud #Security: A Primer for #Policymakers https://t.co/zST1FuAw8J

by
Tim mourer &amp;  G h

#bigdata 
#AI #IOT #Twitter #…",0.0,0.0
chidambara09,"RT @chidambara09: #Cloud #Security: A Primer for #Policymakers https://t.co/zST1FuAw8J

by
Tim mourer &amp;  G h

#bigdata 
#AI #IOT #Twitter #…",0.0,0.0
TwooScoops,@zaysbr Cloud security rippin since covid easy bag right there,0.3595238095238095,0.6845238095238095
chidambara09,"#Cloud #Security: A Primer for #Policymakers https://t.co/zST1FuAw8J

by
Tim mourer &amp;  G h

#bigdata 
#AI #IOT… https://t.co/BKsuE4LI8p",0.0,0.0
AbbaDox,"With #AbbaDox #Cloud, you won’t need to train or hire more IT staff to manage and deploy specialized #radiology wor… https://t.co/NEb8Ezuva4",0.5,0.5
wisznam,@avanadeuki Avanade is hiring! @malcolmbarske #security #microsoft #cloud #ireland #wearehiring #msftsecurity… https://t.co/fd1NC7uKk8,0.0,0.0
anith,"Cloud technology great for security but poses systemic risks, according to new report https://t.co/xipycSUYcc",0.4681818181818182,0.6022727272727273
katielmcinnis,"RT @a_maehl: #WhatsApp is end-to-end encrypted, but is it really private? 

The answer is no - your metadata &amp; location data are shared, an…",0.0,0.375
NexThreat,"Cloud technology great for security but poses systemic risks, according to new reporthttps://buff.ly/32FDuTt",0.4681818181818182,0.6022727272727273
bug_less,"Cloud technology great for security but poses systemic risks, according to new report https://t.co/qT9wi9EN80",0.4681818181818182,0.6022727272727273
levacloud,This is not your grandpa's security solution! #Microsoft Security Center is designed from the ground up to protect… https://t.co/JJ04S3e2va,-0.1,0.1
nnininin666,RT @MADANA_HQ: Securing the #cloud is difficult. #Security experts agree that human error is a huge factor when it comes to accidental expo…,-0.033333333333333305,0.6666666666666666
Kiilla3sUp,"RT @Thomas_Harrer: You're more likely to work with a #Robot in #SouthKorea than anywhere else in the world.
via @wef 
#AI #MachineLearning…",0.25,0.75
deletedthisbihh,"RT @Thomas_Harrer: You're more likely to work with a #Robot in #SouthKorea than anywhere else in the world.
via @wef 
#AI #MachineLearning…",0.25,0.75
emergentcap,"RT @Thomas_Harrer: You're more likely to work with a #Robot in #SouthKorea than anywhere else in the world.
via @wef 
#AI #MachineLearning…",0.25,0.75
Khadee_hussein,RT @CiscoUmbrella: Security is moving to the cloud. New @Gartner_inc #SASE report — how to reduce the complexity:  https://t.co/XFTCIJwKWC,0.13636363636363635,0.45454545454545453
